19 17 15 12 8 11 8 13 8 5 4 2 5 3 1 4 6 10 9 10 8 9 4 5 2 4 2 4 5 10
39 84 83 75 52 93 92 88 91 23 44 47 22 110 41 22 42 41 92 70 48 46 44 41 23 24 93 83 78 81
34 101 34 99 100 103 104 101 100 33 99 102 105 101 102 103 106 27 39 41 26 38 37 98 81 79 78 77 75 65
101 100 103 82 94 95 98 35 97 38 97 81 36 97 37 82 36 81 83 93 41 51 52 41 43 22 110 43 40 41
4 3 6 8 7 3 4 9 7 9 13 16 12 11 9 5 6 2 3 5 10 9 5 4 7 10 15 16 17 19
71 74 66 73 72 71 74 64 63 51 84 75 52 107 61 60 58 60 63 54 103 54 107 62 54 61 58 105 55 106
66 71 86 42 44 41 86 84 93 52 65 64 107 108 22 108 106 54 62 65 77 75 74 75 72 65 75 63 60 63
80 81 82 37 82 37 96 103 105 104 30 29 25 29 31 104 99 104 54 55 106 107 103 96 37 34 96 100 99 103
105 55 58 60 55 62 56 55 106 105 102 100 98 96 80 97 80 78 54 105 101 102 56 104 54 63 108 109 64 83
65 74 66 73 49 51 94 82 103 99 34 35 31 30 37 82 79 103 56 53 76 53 110 49 50 43 50 65 76 62
11 10 9 14 16 14 17 16 13 10 14 16 17 15 11 14 17 16 18 16 14 10 13 10 14 12 7 10 9 4
14 9 14 16 14 15 13 9 13 11 7 11 6 3 4 2 0 2 3 6 9 8 3 0 1 6 11 7 11 6
35 31 37 31 34 97 37 36 82 98 80 82 84 38 97 37 97 95 38 97 99 82 98 34 36 37 96 38 94 39
24 91 86 42 24 41 52 53 106 104 99 37 97 99 37 96 39 41 86 87 90 69 67 87 67 49 70 87 92 90
111 91 50 85 72 49 46 113 48 90 68 90 41 24 110 43 21 23 44 21 111 47 113 43 48 68 69 68 49 67
104 56 60 59 105 107 106 103 106 55 61 63 109 63 65 75 67 73 70 87 91 93 83 84 38 95 40 41 25 39
37 82 37 29 39 109 52 66 63 61 62 76 78 81 36 31 104 105 58 61 53 51 49 68 90 67 50 90 46 90
1 0 4 0 1 5 3 7 6 2 5 1 5 6 2 4 2 3 1 4 3 8 6 11 12 11 7 3 5 7
74 67 72 49 72 71 74 71 70 85 90 70 86 68 70 85 93 91 86 84 72 69 87 42 45 47 49 111 47 48
63 109 21 109 43 23 40 84 85 84 64 62 64 107 103 54 107 55 104 105 106 105 101 33 98 82 78 80 97 34
89 48 89 90 43 90 69 68 111 91 86 85 95 84 94 85 67 65 67 92 24 20 109 22 21 43 113 69 113 43
17 16 13 15 13 9 13 12 14 12 13 11 6 7 8 12 11 9 10 15 12 9 11 7 12 7 3 1 2 6
18 17 15 17 14 10 14 17 18 17 19 16 13 11 6 9 4 6 5 1 6 4 9 4 0 4 6 3 1 6
12 11 14 9 12 7 6 2 4 9 4 3 4 3 0 1 6 2 7 10 13 9 7 5 2 7 11 8 4 8
38 29 27 107 94 52 93 42 44 41 25 40 109 107 109 107 53 64 74 68 51 84 75 65 85 87 67 72 75 73
20 43 46 111 110 23 24 41 94 37 39 94 41 39 107 105 104 54 109 65 94 53 110 49 113 50 85 71 72 86
90 47 44 46 89 47 91 44 45 42 93 24 20 19 17 19 18 20 23 25 29 30 37 31 104 101 103 105 107 55
103 79 81 36 34 37 82 96 36 97 98 34 96 94 85 95 92 90 92 95 85 95 83 75 78 81 83 78 81 36
94 85 67 75 84 38 25 28 29 26 30 104 106 27 28 106 28 107 27 24 25 27 28 107 62 54 108 64 83 38
99 81 99 101 105 58 55 105 101 105 58 105 57 58 60 59 56 59 55 54 108 107 54 109 66 67 51 50 70 67
100 32 100 98 97 36 95 85 94 85 84 86 68 66 86 70 85 95 85 40 38 25 42 41 93 84 66 92 52 92
41 86 91 67 70 86 88 86 85 87 67 92 43 49 90 89 43 109 51 43 21 47 112 113 69 47 113 47 112 22
21 18 19 16 14 12 14 17 15 10 8 6 1 2 3 2 6 10 15 13 9 5 2 7 10 7 10 11 9 8
112 22 50 69 48 45 113 49 72 86 48 68 73 69 73 75 84 65 85 71 49 48 44 42 24 26 30 28 30 28
77 76 63 60 59 62 77 65 64 83 96 37 34 100 101 103 54 105 106 103 56 62 53 94 95 36 96 79 96 100
53 55 53 66 65 84 85 72 68 112 47 69 90 88 70 88 89 43 42 25 39 108 41 109 92 70 66 76 62 52
22 19 16 19 22 21 112 113 47 43 44 43 109 107 55 56 102 57 60 55 107 105 57 60 55 103 54 78 81 100
25 42 43 46 44 110 108 54 106 27 29 30 37 35 97 95 94 92 40 38 82 81 82 98 81 95 96 84 72 73
46 89 92 51 63 74 71 72 85 94 82 81 98 80 97 95 99 103 79 64 52 76 52 84 67 90 48 43 109 63
